title,video_url,views_compact,video_age
KIM KARDASHIAN: KKW Concealer Kits REVIEW ft. JAMES CHARLES!,https://www.youtube.com/watch?v=Ii3Rr4-Pxow,3.2M views,3 years ago
OMG! WORLD'S BEST EYESHADOW PRIMER?? | NikkieTutorials,https://www.youtube.com/watch?v=abr6q7QSi_A,1.8M views,4 years ago
I TRIED FOLLOWING A SIMPLY NAILOGICAL MAKEUP TUTORIAL... WOW!,https://www.youtube.com/watch?v=OylDdm-6ZH0,7.6M views,4 years ago
GET GLAM WITH ME!! - Glow Around The World: Amangiri & NYC,https://www.youtube.com/watch?v=zjTgu1sDSkw,1.8M views,4 years ago
DOING NICOLE RICHIE'S MAKEUP?!,https://www.youtube.com/watch?v=wjOK-U2GhIs,1.9M views,4 years ago
COLOR CHANGING HEAT-ACTIVATED HIGHLIGHTER??,https://www.youtube.com/watch?v=KYpbw8ImDVs,4M views,4 years ago
MAKEUP ROULETTE CHALLENGE feat. JAMES CHARLES!,https://www.youtube.com/watch?v=jsDR2y3FPKE,7.5M views,4 years ago
BEST MAKEUP OF 2017!,https://www.youtube.com/watch?v=aCoDqL1dK9c,2.5M views,4 years ago
EYEBROW EXTENSIONS GEL?!,https://www.youtube.com/watch?v=uLTjkjRgkvo,3.7M views,4 years ago
FULL FACE USING ONLY MY MOM'S MAKEUP Challenge | NikkieTutorials,https://www.youtube.com/watch?v=f6Egj7ncOi8,8.6M views,4 years ago
BYE MAKEUP! GET UNREADY WITH ME! | NikkieTutorials,https://www.youtube.com/watch?v=oYmc98Tx0BA,11M views,4 years ago
THE ULTIMATE NYE GLAM TRANSFORMATION!,https://www.youtube.com/watch?v=GT23RJvMVLU,3.6M views,4 years ago
$11.99 FOUNDATION VS. $40 FOUNDATION: Who Wins ???,https://www.youtube.com/watch?v=sd80ZipTMDE,5.6M views,4 years ago
TRYING POWDER LIPSTICK?!,https://www.youtube.com/watch?v=G8q98mqwyIE,5.9M views,4 years ago
THE NATURAL MAKEUP CHALLENGE!,https://www.youtube.com/watch?v=RhyY-bQ64QU,9.5M views,4 years ago
$45 SLIME HIGHLIGHTER??,https://www.youtube.com/watch?v=M8YCA_Xzih4,4.7M views,4 years ago
EXTREME HOLIDAY GLAM TRANSFORMATION!,https://www.youtube.com/watch?v=r1x0X5PCYak,13M views,4 years ago
WORLD'S WORST BLUSH?? Testing BLACK CREAM BLUSH!,https://www.youtube.com/watch?v=q8DVS4HoOD8,4.1M views,4 years ago
KIM KARDASHIAN: KKW Ultralight Beam Glow + Glosses REVIEW!,https://www.youtube.com/watch?v=gG4UcZlc3ko,3.7M views,4 years ago
HOW TO LOOK LIKE A HOLIDAY PRESENT!,https://www.youtube.com/watch?v=Tw9FWGejHmo,1.7M views,4 years ago
HOW TO SLAY YOUR HOLIDAY MAKEUP LOOK!,https://www.youtube.com/watch?v=qTgDrI3_Ypo,5.6M views,4 years ago
TESTING THE WEIRDEST BROW PRODUCT: Eyebrow Cushion?!,https://www.youtube.com/watch?v=9FtJrpIbnJk,2.4M views,4 years ago
HOLY GRAIL FOUNDATION?? Huda Beauty Faux Filter Foundation REVIEW!,https://www.youtube.com/watch?v=PuLXfEQsVlM,5.7M views,4 years ago
"MEAN GIRLS ""BURN BOOK"" EYESHADOW PALETTE Review + Swatches",https://www.youtube.com/watch?v=dUv1Q_A4FlQ,1.6M views,4 years ago
Side by Side + PatrickStarrr,https://www.youtube.com/watch?v=wF4kp5tLQG4,3.3M views,4 years ago
VAMPIRE PRINCESS Halloween Makeup Tutorial,https://www.youtube.com/watch?v=gt6Zz3RnDNU,1.9M views,4 years ago
THE BEST AFFORDABLE WARM-TONED EYESHADOW PALETTE?? | NikkieTutorials,https://www.youtube.com/watch?v=ol2HKuhUN2Y,1.8M views,4 years ago
WORLD'S BEST BROW PRODUCT?? | NikkieTutorials,https://www.youtube.com/watch?v=aepr6ynzeX4,4.8M views,4 years ago
RIHANNA: FENTY BEAUTY - Review + First Impressions,https://www.youtube.com/watch?v=N_zDcuX1Y54,10M views,4 years ago
PLAYING WITH MAGIC MAKEUP?? | NikkieTutorials,https://www.youtube.com/watch?v=Q2Ku7ELCBag,5.1M views,4 years ago
Honest Get Ready With Me - GLOW AROUND THE WORLD: Home Edition,https://www.youtube.com/watch?v=ErWdM5kbwjU,2M views,4 years ago
FINGERPRINT MAKEUP SPONGE?? HUGE FAIL!! | NikkieTutorials,https://www.youtube.com/watch?v=zjMXt3q1fvo,4.8M views,4 years ago
WORLD'S MOST FULL COVERAGE FOUNDATION?? | NikkieTutorials,https://www.youtube.com/watch?v=dOjhgtCQwhw,12M views,4 years ago
HUDA BEAUTY DESERT DUSK PALETTE: Review + Swatches,https://www.youtube.com/watch?v=9i3phzdLPD4,2.9M views,4 years ago
EPIC FAIL?? - NICKI MINAJ x MAC LIPSTICKS: Review + Swatches,https://www.youtube.com/watch?v=4nc99x71bkA,3.2M views,4 years ago
POWER OF MAKEUP: KIM KARDASHIAN WEST | NikkieTutorials,https://www.youtube.com/watch?v=uYTFx26-S1A,19M views,4 years ago
AFFORDABLE EXTREME GLAM TRANSFORMATION!,https://www.youtube.com/watch?v=1fija7D1BRw,3.5M views,4 years ago
KIM KARDASHIAN: KKW BEAUTY - POWDER CONTOUR & HIGHLIGHT KIT REVIEW!,https://www.youtube.com/watch?v=zGcn6ESVK-o,2.7M views,4 years ago
MY LITTLE PONY MAKEUP?? Testing The PÜR Collection!,https://www.youtube.com/watch?v=CB_pcMW2SeI,2M views,4 years ago
KYLIE COSMETICS Birthday Collection - Review & Swatches,https://www.youtube.com/watch?v=rinIK3mhNI0,2.1M views,4 years ago
Personal Get Ready With Me - GLOW AROUND THE WORLD: The Hamptons,https://www.youtube.com/watch?v=dYwT5SuY8gA,2.1M views,4 years ago
"BEST AFFORDABLE, BLINDING HIGHLIGHTERS!! | NikkieTutorials",https://www.youtube.com/watch?v=A9Dv_f1ASnw,2.5M views,4 years ago
WORLD'S BEST LIPSTICKS?? | NikkieTutorials,https://www.youtube.com/watch?v=qHR22bRG1-U,4.5M views,4 years ago
WILL THIS MAKE ME A CONTOUR QUEEN?? Testing the Clarisonic Makeup Brush!!,https://www.youtube.com/watch?v=duU6A60toJ4,2.1M views,4 years ago
JUNE Hits and Oh God NO's 2017,https://www.youtube.com/watch?v=qckBHik4Prc,1.4M views,4 years ago
SHANE DAWSON DOES MY MAKEUP!,https://www.youtube.com/watch?v=Buw-fn98BK4,4.9M views,4 years ago
TRANSFORMING MY BESTIE INTO ME CHALLENGE!,https://www.youtube.com/watch?v=o-5dSirgRXs,4.5M views,4 years ago
Trying HOLO MAKEUP STICKERS??,https://www.youtube.com/watch?v=OMHe4wQ0Ojo,1.3M views,4 years ago
FACE SHAPE CHANGING LACE MASK??,https://www.youtube.com/watch?v=4-206PuCtuY,1.8M views,4 years ago
Trying The CARTOON LINER Look!,https://www.youtube.com/watch?v=dNQq5CXiQ7w,1.6M views,4 years ago
URBAN DECAY NAKED HEAT Collection - Review & Swatches,https://www.youtube.com/watch?v=lU-7Nnvgnyg,3.4M views,4 years ago
WORLD'S MOST PIGMENTED EYESHADOW PALETTE?? | NikkieTutorials,https://www.youtube.com/watch?v=hnAkUO1xSbc,3.3M views,4 years ago
WONDER WOMAN Comic Inspired Makeup Tutorial,https://www.youtube.com/watch?v=Qxdm1guax_U,4.7M views,4 years ago
KYLIE COSMETICS Koko Kollection - Review & Swatches,https://www.youtube.com/watch?v=O1ex4YMXDEY,2.7M views,4 years ago
MAY Hits and Oh God NO's 2017,https://www.youtube.com/watch?v=7ca9oQjDH-o,1.4M views,4 years ago
PERFECT LINER USING A FLOSS PICK?? | NikkieTutorials,https://www.youtube.com/watch?v=4mrxelXEBTM,1.3M views,4 years ago
GLITTER CUT-CREASE LINER & Glowy Spring Makeup Tutorial,https://www.youtube.com/watch?v=OtlZ4N3wKtw,1.2M views,4 years ago
PROM MAKEUP TUTORIAL - White Cut Crease & DIAMOND Eyeliner,https://www.youtube.com/watch?v=eUnRtjHMfyE,2.7M views,4 years ago
HOW TO GET LONG-LASTING & FLAWLESS MAKEUP ALL DAY LONG!,https://www.youtube.com/watch?v=47xBdzkWlJA,4.5M views,4 years ago
SILVER Glittery & Glowy FESTIVAL Makeup Tutorial,https://www.youtube.com/watch?v=LLcvbu-Z5H4,1.1M views,4 years ago
PERRIE EDWARDS / No More Sad Songs Inspired Makeup Tutorial,https://www.youtube.com/watch?v=OP9vXs8hqq0,1.5M views,4 years ago
MARCH Hits and Oh God NO's 2017,https://www.youtube.com/watch?v=8Q7MCR1xBnM,1.3M views,4 years ago
TAKING FOUNDATION APPLICATION TO THE NEXT LEVEL!,https://www.youtube.com/watch?v=vOijwRnCU7g,2.3M views,4 years ago
SILICONE BEAUTYBLENDER?! Trying an Evie Blender for Foundation!,https://www.youtube.com/watch?v=Ejh2ph6JuHo,2.3M views,4 years ago
Trying The Viral CROWN EYE MAKEUP Look!,https://www.youtube.com/watch?v=z9t8cbS2Oqg,2M views,5 years ago
*REVEALING* The OFRA x NIKKIETUTORIALS Collection!,https://www.youtube.com/watch?v=ReBxlhv5jg8,1.9M views,5 years ago
FEBRUARY Hits and Oh God NO's 2017,https://www.youtube.com/watch?v=gFLwtDi8nwM,1.7M views,5 years ago
FINGERBLENDER?! Trying a Makeup Bullet Sponge For Foundation!,https://www.youtube.com/watch?v=ZO3BIHPkqzg,2.8M views,5 years ago
ENDING MAKEUP SHAMING! - GO-TO Ultra Glam Makeup Tutorial,https://www.youtube.com/watch?v=WU67VUUG3vM,1.6M views,5 years ago
KATY PERRY Inspired - Chained To The Rhythm Makeup Tutorial,https://www.youtube.com/watch?v=gst0_BeI_B4,1.2M views,5 years ago
Side by Side + Jessie J,https://www.youtube.com/watch?v=SOoauHBpcbU,14M views,5 years ago
JANUARY Hits and Oh God NO's 2017,https://www.youtube.com/watch?v=kPH-V28epXs,2.2M views,5 years ago
FIFTY SHADES DARKER Inspired - Grey Makeup Tutorial,https://www.youtube.com/watch?v=F3b34ZipY7s,2.2M views,5 years ago
KYLIE COSMETICS Valentine's Day Collection - Review & Tutorial,https://www.youtube.com/watch?v=ui54U6BxlWY,2.9M views,5 years ago
CLASSIC Matte Valentine's Day Makeup Tutorial,https://www.youtube.com/watch?v=KMnQFCloJoQ,3.2M views,5 years ago
ANTI-Valentine's Day Makeup Tutorial,https://www.youtube.com/watch?v=LHtqtn50_o8,2.5M views,5 years ago
Side by Side + Kim Thai,https://www.youtube.com/watch?v=9vtARLwu4Hk,3.5M views,5 years ago
PERFECT LINER USING THREAD?? | NikkieTutorials,https://www.youtube.com/watch?v=uoXADEgOx7I,2.2M views,5 years ago
SOFT SMOKEY GLAM Makeup Tutorial,https://www.youtube.com/watch?v=vevG0cBTzIo,2.7M views,5 years ago
DECEMBER Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=McffhFoPnU0,2.3M views,5 years ago
FULL FACE USING ONLY GLITTER Challenge | NikkieTutorials,https://www.youtube.com/watch?v=I9L5qW2iios,4.9M views,5 years ago
RECREATING + REACTING To My FIRST Video Ever!,https://www.youtube.com/watch?v=yyXUKniyKR8,8.3M views,5 years ago
WORST MAKEUP SPONGE EVER?! Trying The TULIP Kabuki Sponge!,https://www.youtube.com/watch?v=DZY-wA8-tjo,4.4M views,5 years ago
Side by Side + Bebe Rexha,https://www.youtube.com/watch?v=3hAXnciAS6U,7.2M views,5 years ago
BOOBIEBLENDER?! Trying A BRA INSERT For Foundation!,https://www.youtube.com/watch?v=xyi4DWz62_o,5M views,5 years ago
NOVEMBER Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=lb4ArFYzlM8,1.6M views,5 years ago
FULL FACE USING ONLY THE OPPOSITE HAND MAKEUP Challenge | NikkieTutorials,https://www.youtube.com/watch?v=D-5FbzPuryQ,5.4M views,5 years ago
EASY & GLOWY Silver Holiday Glam Makeup Tutorial,https://www.youtube.com/watch?v=xfjvTG7vysE,1.4M views,5 years ago
ROSE GOLD Cut Crease Smokey Eyes - THANKSGIVING Makeup Tutorial,https://www.youtube.com/watch?v=LRoHSArpE9Y,2.9M views,5 years ago
PERRIE EDWARDS / Shout Out To My Ex Inspired Makeup Tutorial,https://www.youtube.com/watch?v=ZF-6OUNjoug,3.4M views,5 years ago
Kylie Jenner THE BURGUNDY PALETTE | Review + Tutorial,https://www.youtube.com/watch?v=yNJnHykjDVo,1.8M views,5 years ago
OCTOBER Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=7HhHBvd7Sqg,1.5M views,5 years ago
Glam ZOMBIE - Torn Mouth Halloween Makeup Tutorial,https://www.youtube.com/watch?v=wUB01eUYpDw,1.8M views,5 years ago
DEMON - Pulled Up Skin Halloween Makeup Tutorial,https://www.youtube.com/watch?v=EcqKjNJdkS0,18M views,5 years ago
CREEPY CLOWN Halloween Makeup Tutorial,https://www.youtube.com/watch?v=1q0KPd7wZLM,1.6M views,5 years ago
DOING DR. PIMPLE POPPER'S MAKEUP! | GLAMFORMATIONS #4,https://www.youtube.com/watch?v=kpqYHzXfOdc,2.5M views,5 years ago
SCREAM QUEENS Red Devil Eyeliner - HALLOWEEN Makeup Tutorial,https://www.youtube.com/watch?v=GyJrXPhRRmw,1.9M views,5 years ago
SEPTEMBER Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=5deb0j9xW9Q,1.3M views,5 years ago
KYLIE JENNER LIP KITS | First Impressions & Swatches,https://www.youtube.com/watch?v=mMVwtnDwtWs,5.7M views,5 years ago
EASY Fall Vibes Glowy GLAM Makeup Tutorial,https://www.youtube.com/watch?v=9f4k4xQ6YIg,2M views,5 years ago
Mermaid GLITTER Smokey Eyes Makeup Tutorial,https://www.youtube.com/watch?v=NRRfksiKmZw,1.9M views,5 years ago
HOW I DID MY MAKEUP IN HIGH SCHOOL Challenge | NikkieTutorials,https://www.youtube.com/watch?v=IxxI1X9CSEk,24M views,5 years ago
AUGUST Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=A1ec1dACsz8,2.4M views,5 years ago
FULL FACE USING ONLY MY FINGERS (NO BRUSHES) Challenge | NikkieTutorials,https://www.youtube.com/watch?v=JadaTnCDlbg,9.2M views,5 years ago
URBAN DECAY NAKED ULTIMATE BASICS PALETTE | First Impressions + Tutorial,https://www.youtube.com/watch?v=OrZZvjpJTqQ,2.2M views,5 years ago
GIGI HADID Bold & Glowy Mermaid Makeup Tutorial,https://www.youtube.com/watch?v=P-VSMvjCGNs,1.8M views,5 years ago
CONTOUR YOUR NOSE USING A FORK?? | NikkieTutorials,https://www.youtube.com/watch?v=tNj7fGswdQA,1.6M views,5 years ago
OMBRE Glittery Cut-Crease - TOO FACED x NIKKIETUTORIALS Collection Tutorial,https://www.youtube.com/watch?v=IS3DhdZsJoU,1.3M views,5 years ago
JULY Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=uizEdlVdTxg,1.7M views,5 years ago
PURPLE GLAM Smokey Eyes - TOO FACED x NIKKIETUTORIALS Collection Tutorial,https://www.youtube.com/watch?v=rOgLDEN7fK4,1.9M views,5 years ago
Suicide Squad HARLEY QUINN Glam Makeup Tutorial,https://www.youtube.com/watch?v=N7-IhKrf11c,5.3M views,5 years ago
REVEALING The Power of Makeup by NikkieTutorials feat. TOO FACED COSMETICS,https://www.youtube.com/watch?v=LqQvDvQ-LK8,2.8M views,5 years ago
FULL FACE USING ONLY KIDS MAKEUP Challenge | NikkieTutorials,https://www.youtube.com/watch?v=6aeE5LXujC4,34M views,5 years ago
ZENDAYA Edgy Double Cut-Crease Makeup Tutorial,https://www.youtube.com/watch?v=mM7O4ZHJotA,3.3M views,5 years ago
KENDALL JENNER Natural Glowy Glam Makeup Tutorial,https://www.youtube.com/watch?v=lNNkLJ1GJoA,1.8M views,5 years ago
JUNE Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=WI9nECI3-88,1.8M views,5 years ago
Sultry Warm-Toned Smokey Eyes feat. MODERN RENAISSANCE Palette,https://www.youtube.com/watch?v=ui4SKUbUKmA,2.1M views,5 years ago
FULL FACE USING ONLY LIQUID LIPSTICKS Challenge | NikkieTutorials,https://www.youtube.com/watch?v=8lPg4Ur4LmM,13M views,5 years ago
PRIDE Tribute Rainbow Eyes Makeup Tutorial,https://www.youtube.com/watch?v=7dPgHTemlqU,2.7M views,5 years ago
MAY Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=8OrOKOlwvqY,2.3M views,5 years ago
KYLIE JENNER (DIY) KYMAJESTY Lipstick Makeup Tutorial,https://www.youtube.com/watch?v=QcqvQ02CHto,3.5M views,5 years ago
FULL FACE USING ONLY HIGHLIGHTERS Challenge | NikkieTutorials,https://www.youtube.com/watch?v=9Uv1RnuyCfY,12M views,5 years ago
Hipster Panda SNAPCHAT Filter Inspired Tutorial,https://www.youtube.com/watch?v=dDbfjL1hocQ,1.1M views,5 years ago
KIM KARDASHIAN Sexy Smokey Eyes Makeup Tutorial,https://www.youtube.com/watch?v=jctXwDyf9CM,1.2M views,5 years ago
How to FAKE a Nose Job! Nose Contouring Tutorial,https://www.youtube.com/watch?v=hpTtLT_OLLw,1.2M views,5 years ago
Wearable GLOWY Soft Glam Makeup Tutorial,https://www.youtube.com/watch?v=W8E1wEqmSPE,1.5M views,5 years ago
Beyonce Inspired LEMONADE Makeup Tutorial,https://www.youtube.com/watch?v=SV1z_HXj3oE,1.4M views,5 years ago
April Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=c-y_cT_4-Sc,1.3M views,5 years ago
Strawberry Eye-Makeup SNAPCHAT Filter Inspired Tutorial,https://www.youtube.com/watch?v=hqdBoqXscpA,1.4M views,5 years ago
BLACK & WHITE Film Noir Makeup Tutorial,https://www.youtube.com/watch?v=j_2OXLfsgc8,3.1M views,5 years ago
EASIEST WAY TO CLEAN YOUR BEAUTY BLENDER!,https://www.youtube.com/watch?v=LjprnnZ5Jro,1.8M views,5 years ago
Glittery-Glam Lion SNAPCHAT Filter Inspired Makeup Tutorial,https://www.youtube.com/watch?v=wSRLeyXw7Es,1.4M views,5 years ago
March Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=EAhX22k89tU,1.9M views,5 years ago
Charlize Theron: The Huntsman - GOLD Smokey Eyes Tutorial,https://www.youtube.com/watch?v=umLjDHXECQA,1.1M views,5 years ago
TAKE HER SWIMMING ON THE FIRST DATE!,https://www.youtube.com/watch?v=RgiDwDVKfm0,8.7M views,5 years ago
GLAM Sparkly Cut Crease Makeup - Matte Nude Lips Tutorial,https://www.youtube.com/watch?v=GAGi9tLMKlo,1.4M views,5 years ago
FIVE MINUTE MAKEUP CHALLENGE ft. Jeffree Star,https://www.youtube.com/watch?v=u9C-wFCaYwE,8.3M views,5 years ago
SEXY Warm-Toned Sparkly Smokey Eyes + GLOWY Skin Makeup,https://www.youtube.com/watch?v=JmWDlPKfW30,1.6M views,5 years ago
BLUE Lipstick + GLOWY Glam Cut-Crease Makeup,https://www.youtube.com/watch?v=BnECOPsnm7I,1.4M views,6 years ago
GOLD Cut Crease - Seductive Vampy Lips Makeup,https://www.youtube.com/watch?v=tBwGgLfUoY0,1.2M views,6 years ago
"RIHANNA Inspired ""Work"" Makeup Tutorial",https://www.youtube.com/watch?v=bZgQhaVyQ-0,1.8M views,6 years ago
February Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=JIQAD1OLOUc,972K views,6 years ago
ADELE Classic Glam 2016 BRIT Awards Inspired Makeup Tutorial,https://www.youtube.com/watch?v=AGVptpTWjO0,3.4M views,6 years ago
DOING MISS NETHERLANDS' MAKEUP! Miss Universe | GLAMFORMATIONS #3,https://www.youtube.com/watch?v=0WVLxJMJvfc,2.5M views,6 years ago
GIGI HADID Sexy Smokey Eyes Tutorial - MannyMua x Makeup Geek Palette,https://www.youtube.com/watch?v=vwekgIYucco,1.3M views,6 years ago
CONTOUR LIKE AN INSTAGRAM PRO!,https://www.youtube.com/watch?v=sjT7asVL7JI,10M views,6 years ago
LADY GAGA Super Bowl 50 Inspired Makeup Tutorial,https://www.youtube.com/watch?v=KYDhr80qVZU,1M views,6 years ago
Soft Valentine's Day Makeup - Pink Liner & Matte Red Lips,https://www.youtube.com/watch?v=jKLAonhfZL8,894K views,6 years ago
January Hits and Oh God NO's 2016,https://www.youtube.com/watch?v=e3FKdf1gF1k,941K views,6 years ago
BEYONCE Inspired - Hymn For The Weekend Makeup Tutorial,https://www.youtube.com/watch?v=_GVqIrFz5iU,1.2M views,6 years ago
Side by Side + Miss Fame!,https://www.youtube.com/watch?v=zBJUk0Bo_CI,5.3M views,6 years ago
NICKI MINAJ Inspired Bold Winged Liner & Glitter Makeup,https://www.youtube.com/watch?v=XSotfLBHT5s,1.2M views,6 years ago
SKINCARE ROUTINE 2016,https://www.youtube.com/watch?v=o3YNmTJ6LIc,1.3M views,6 years ago
2015 TOP Hits and Oh God NO's,https://www.youtube.com/watch?v=rrt4Py03qvM,2.2M views,6 years ago
LAVENDER SPARKLE Smokey Eyes + GLOWY Skin Makeup,https://www.youtube.com/watch?v=kVpoy9VA4A0,1M views,6 years ago
BOYFRIEND DOES MY MAKEUP | NikkieTutorials,https://www.youtube.com/watch?v=1lacilKXHRs,11M views,6 years ago
Gold Smokey Eyes - Classic Red Lips | Holiday Glam Makeup,https://www.youtube.com/watch?v=zDat0nMWhlo,1.5M views,6 years ago
DOING KAT VON D'S MAKEUP! | GLAMFORMATIONS #2,https://www.youtube.com/watch?v=8V-5ck72ihA,7.6M views,6 years ago
Glittery Double Cut Crease & Purple Lips Holiday Makeup,https://www.youtube.com/watch?v=QMQROHttcrc,907K views,6 years ago
Soft Glittery LUMINOUS Glam Holiday Makeup,https://www.youtube.com/watch?v=Lxvgzzj5tWA,1.8M views,6 years ago
Barbie Doll GLAM & GLOWY Skin Holiday Makeup,https://www.youtube.com/watch?v=eOA7fbLcShY,1.3M views,6 years ago
Extreme Cat Eyes & CHOCOLATE Lips Glam Holiday Makeup,https://www.youtube.com/watch?v=MxnS90AtRLQ,3.8M views,6 years ago
PURPLE Holiday Glam Makeup Tutorial,https://www.youtube.com/watch?v=x3eAFqcGz2Q,710K views,6 years ago
KATY PERRY Inspired H&M Commercial Makeup Tutorial,https://www.youtube.com/watch?v=1l0BFwKN5S4,668K views,6 years ago
November Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=tFiB1iQwc-s,676K views,6 years ago
SELENA GOMEZ 2015 AMAs Inspired Makeup Tutorial,https://www.youtube.com/watch?v=MM0ZtArcR6g,677K views,6 years ago
ADELE Inspired Makeup Tutorial | NikkieTutorials,https://www.youtube.com/watch?v=5uH9joXctSg,2.3M views,6 years ago
October Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=LE20_0Z1py4,587K views,6 years ago
How to Curl Your Lashes The BEST Way!,https://www.youtube.com/watch?v=8gAZnIsZKuw,1.4M views,6 years ago
Side by Side + Jeffree Star!,https://www.youtube.com/watch?v=cV2WZfLYh4k,9.5M views,6 years ago
THE 7 SECOND CHALLENGE vs. Danielle Mansutti!,https://www.youtube.com/watch?v=bi8vmxpyjAU,459K views,6 years ago
"MASSIVE LA HAUL! Lorac, Too Faced and more!",https://www.youtube.com/watch?v=wUl7OVd7mVk,412K views,6 years ago
Lady Gaga / The Countess Makeup Tutorial - AHS Hotel,https://www.youtube.com/watch?v=1XBqVooYF7M,583K views,6 years ago
QUEEN OF THE DEAD / Halloween Makeup Tutorial,https://www.youtube.com/watch?v=AdDHoHelhpQ,1M views,6 years ago
Side by Side + Desi Perkins!,https://www.youtube.com/watch?v=mJ5xBaG_MHk,2.1M views,6 years ago
September Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=6MEvEFAMfi8,630K views,6 years ago
LANA DEL REY Inspired Hair and Makeup Tutorial,https://www.youtube.com/watch?v=xiOdddQeVJA,815K views,6 years ago
NO MIRROR MAKEUP CHALLENGE!,https://www.youtube.com/watch?v=s8mmyuBg3iY,10M views,6 years ago
Taylor Swift Inspired - Wildest Dreams Makeup Tutorial,https://www.youtube.com/watch?v=y4fDp6TfLL0,872K views,6 years ago
"SNAPCHAT Q&A: Huda Beauty, Getting Married & MORE!",https://www.youtube.com/watch?v=KmZZGfntdQw,318K views,6 years ago
Side by Side + Huda Beauty!,https://www.youtube.com/watch?v=ZEbWtq1mkYs,3.5M views,6 years ago
August Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=ubIOFMIDKxI,510K views,6 years ago
PALE SKIN - How to Contour & Highlight,https://www.youtube.com/watch?v=xUYAAlkmAfY,1.6M views,6 years ago
PERRIE EDWARDS Inspired Fresh/Nude Glam - Glowy Skin Makeup!,https://www.youtube.com/watch?v=qs8lH3PYna8,2.4M views,6 years ago
EASY + AFFORDABLE Back to School Makeup!,https://www.youtube.com/watch?v=B8hfAoh4yxk,2.1M views,6 years ago
Side by Side + Chloe Morello!,https://www.youtube.com/watch?v=w12kbScuayI,3M views,6 years ago
RiRi by Rihanna Inspired Pink Cut-Crease Makeup,https://www.youtube.com/watch?v=53Jcnrq29pw,636K views,6 years ago
July Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=-4_PYC8msYU,602K views,6 years ago
KYLIE JENNER Makeup Tutorial!,https://www.youtube.com/watch?v=WZhRNjcoHvY,6M views,6 years ago
MY LIP INJECTIONS | Q&A!,https://www.youtube.com/watch?v=71jTGVqzpGs,4M views,6 years ago
Demi Lovato Inspired - Cool for the Summer Makeup Tutorial,https://www.youtube.com/watch?v=oFsBwJttsAM,679K views,6 years ago
"SNAPCHAT Q&A: My Boyfriend, Having Babies & MORE!",https://www.youtube.com/watch?v=YZ5tsvoQ3AE,625K views,6 years ago
Rihanna - B*tch Better Have My Money - Makeup Tutorial,https://www.youtube.com/watch?v=_2iMXjj8u9g,714K views,6 years ago
Sparkly Taupe and Purple Smokey Eyes - Greige Lips Look,https://www.youtube.com/watch?v=NqEMpabOzdM,438K views,6 years ago
HOW TO REMOVE MAKEUP STAINS!,https://www.youtube.com/watch?v=pULGklWTHSc,377K views,6 years ago
June Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=ciPo9_2iQZA,512K views,6 years ago
Glittery Peach Summer Eyes with RAINBOW Liner!,https://www.youtube.com/watch?v=IqMjuDyyTTc,580K views,6 years ago
MINIONS Yellow Cut Crease Makeup with Nude Lips,https://www.youtube.com/watch?v=iEaOyG7yFxA,823K views,6 years ago
STROBING Tutorial,https://www.youtube.com/watch?v=l6py7tnGI3E,983K views,6 years ago
Taupe Smokey Eye with Teal Wing ⋆ Summer Party Makeup,https://www.youtube.com/watch?v=fXMGO9hWcGc,719K views,6 years ago
"HUGE MAKEUP HAUL ⋆ Sephora, Kat von D, Morphe & More!",https://www.youtube.com/watch?v=GxpKNa8d1PA,464K views,6 years ago
EYEBROW TUTORIAL,https://www.youtube.com/watch?v=So4h0B40FPw,3.1M views,6 years ago
ONE MILLION SUBSCRIBERS! - FLASHBACKS!,https://www.youtube.com/watch?v=AuaDNbuza0o,356K views,6 years ago
How to Apply Liquid Lipstick Like a PRO!,https://www.youtube.com/watch?v=QalDK41iJUU,6.3M views,6 years ago
Sparkly Double Winged Glam - Summer Barbie Makeup,https://www.youtube.com/watch?v=gBsdBGF-9Vw,654K views,6 years ago
May Hits and Oh God NO’s 2015,https://www.youtube.com/watch?v=blLp7mbBoTw,417K views,6 years ago
Berry/Pink Smokey Eye Tutorial - Vampy Lips,https://www.youtube.com/watch?v=urPhN1H9p7U,473K views,6 years ago
Taylor Swift Inspired - Bad Blood Makeup Tutorial,https://www.youtube.com/watch?v=XWDn7li2Lyw,707K views,6 years ago
Beyoncé - Feeling Myself Makeup Tutorial,https://www.youtube.com/watch?v=onwVXQCE9wE,825K views,6 years ago
